profile,method,iterations,mean_objective,std_objective,runtime_sec,ok,M,N,km,B,T,gamma,mc_trials,seed,q_min,q_max,q_mean,q_std
uniform_wide,harmonic,1,129.35110466924579,4.954506007228003,0.16650973099967814,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,harmonic,2,126.55511477752309,4.385968731611686,0.16150903400011885,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,harmonic,4,130.69714885095246,5.402239097277476,0.1671505159993103,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,harmonic,8,123.26329416407516,4.276780159050841,0.17814344200087362,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,harmonic,16,119.87226306620899,3.742566873804046,0.1971064600002137,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,harmonic,32,118.5409462994759,3.540716448064455,0.2350973350003187,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,harmonic,64,117.68114931234382,4.114069525313116,0.32224055000006047,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,harmonic,128,118.25806775439426,4.650576947108347,0.4834140210004989,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,1,129.35110466924579,4.954506007228003,0.1625267729996267,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,2,126.6523440093963,3.3968221903086415,0.16206816300109494,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,4,123.11301224525737,4.102719021983652,0.1675787650001439,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,8,120.44243411499414,3.874025717332244,0.1755322270000761,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,16,121.04380921978552,3.461086546819764,0.19893486799992388,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,32,123.63282412700119,4.309326138446459,0.2378875349986629,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,64,112.58345691010717,2.6013538826540783,0.3268002400000114,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,sqrt,128,112.057286373333,2.700887199247102,0.4910149290008121,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,1,113.7438127744341,3.5249295326899,0.18169412299903343,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,2,113.7438127744341,3.5249295326899,0.1851989169990702,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,4,113.7438127744341,3.5249295326899,0.191742567001711,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,8,113.7438127744341,3.5249295326899,0.20585528500123473,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,16,113.76710281611743,3.547816871533377,0.22571204499945452,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,32,113.7975765317733,3.653230174630891,0.26450271899921063,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,64,113.77162652315192,3.7334773147831277,0.3520803299998079,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_global,128,113.35893366022393,3.390697095833724,0.520937903000231,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,1,113.7438127744341,3.5249295326899,0.1862348929989821,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,2,113.7438127744341,3.5249295326899,0.1896417879997898,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,4,113.7438127744341,3.5249295326899,0.19310638000024483,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,8,113.45564532851033,3.6308793677492632,0.204254474998379,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,16,113.77765322485723,3.5297000902809477,0.2242300179987069,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,32,113.8438976261416,3.508400050607128,0.2660642580012791,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,64,113.8435654438418,3.454667909721703,0.3582670000014332,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,normalized_blocks,128,113.22240615413416,3.545490286648955,0.5308936340006767,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,1,113.87251546597152,3.640491049844111,0.17969929699938803,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,2,113.2298251112589,3.4220432636848677,0.1826049109986343,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,4,113.29611181939899,3.3556847089833646,0.1816581650000444,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,8,113.11995780657212,3.3513750629940753,0.1876433340003132,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,16,113.64788963168003,4.019022227336033,0.20512787899860996,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,32,113.30929206520916,2.9734657581055814,0.24964147799983039,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,64,113.64640721519467,4.210345857950495,0.32430831200144894,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adagrad,128,113.31877589176335,3.9882824578959877,0.5086471689992322,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,1,113.86399673763326,3.4931277975965194,0.16480907000004663,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,2,112.73924896791225,3.264273478092829,0.16591386400068586,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,4,113.86029424969738,3.5058916423499453,0.16415612399941892,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,8,115.76992586249003,3.799918338084694,0.17116781000004266,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,16,114.54619658030876,3.718256920160278,0.18592377900131396,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,32,113.78735516745569,3.4759516209024537,0.23175643800095713,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,64,113.85987129368448,2.892342561365963,0.30533283299882896,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,rmsprop,128,118.17328488223298,2.9770227834468517,0.4622273419990961,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,1,113.87251546597152,3.640491049844111,0.18821286099955614,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,2,113.64137451281947,3.3149203360762254,0.19833386999926006,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,4,113.7675446435718,3.2927083605884513,0.17293459800021083,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,8,114.94298220061242,4.139119613585512,0.16928910199931124,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,16,115.78499990328726,5.83345695687998,0.18450480899991817,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,32,113.78658846681954,3.206920952051914,0.2190435160009656,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,64,113.50289709562007,2.4918535246271145,0.29917144600040046,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,adam,128,111.56318288607046,2.5385339491591914,0.47285363400078495,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,1,123.71337368646314,4.629853768822395,0.1719735570004559,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,2,126.60900410173528,5.219145212509289,0.17204413500076043,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,4,123.76469648652021,4.347214341041098,0.17359196399957,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,8,125.63439047997561,5.105440125365798,0.20017326900051557,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,16,115.75450229574042,3.1733465834363486,0.20408970800053794,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,32,112.8809259761756,2.5937612189355037,0.24842606899983366,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,64,113.40745604738763,3.358949378521284,0.33138839000093867,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,deflected_sqrt,128,111.76056724098751,2.2238943913690816,0.5194604870011972,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,1,179.0869506640035,10.838527489908591,0.14662051899904327,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,2,164.4201994662632,8.768403617045621,0.1532596819997707,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,4,143.17804766935942,3.2334857861282122,0.16455015999963507,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,8,133.69493761483994,2.963352006696904,0.1808791570001631,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,16,127.80694293188651,2.4008407496129354,0.21597549599937338,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,32,121.63545259312954,3.271579300142174,0.2930481610001152,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,64,121.36036874771526,2.7627270184498514,0.4403131979997852,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,episode1_mstep,128,115.60068500497898,3.904532048233018,0.7240954620010598,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,1,113.7438127744341,3.5249295326899,0.28986638100104756,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,2,113.7438127744341,3.5249295326899,0.19400186099846906,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,4,121.88761694992596,5.624611062757776,0.13714439000068523,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,8,125.59035971740556,5.303939021908294,0.15169535200038808,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,16,125.59035971740556,5.303939021908294,0.19844851800007746,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,32,125.59035971740556,5.303939021908294,0.29201228500096477,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,64,125.6352333561803,5.458249207634499,0.4708758659999148,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,128,125.5985091641586,5.503125113494838,0.7787468059996172,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,1,113.7438127744341,3.5249295326899,0.17556214000069303,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,2,113.7438127744341,3.5249295326899,0.1810228599988477,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,4,121.88761694992596,5.624611062757776,0.13253233199975512,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,8,125.59035971740556,5.303939021908294,0.14172028200118802,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,16,125.59035971740556,5.303939021908294,0.1851622550002503,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,32,125.59035971740556,5.303939021908294,0.2673284489992511,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,64,125.59035971740556,5.303939021908294,0.43658936899919354,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,128,125.59035971740556,5.303939021908294,0.7771724510002969,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,1,113.7438127744341,3.5249295326899,0.17570336800054065,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,2,113.7438127744341,3.5249295326899,0.1797945449998224,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,4,113.7438127744341,3.5249295326899,0.1914157110004453,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,8,113.7438127744341,3.5249295326899,0.22241000199937844,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,16,113.7438127744341,3.5249295326899,0.25668798799961223,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,32,113.7438127744341,3.5249295326899,0.33935437699983595,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,64,113.7438127744341,3.5249295326899,0.49836940199929813,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
