profile,N,Random,MAF,MEF,MGF
q=1 (deterministic ref),1,19.623411877821685,19.56242247042227,18.636495752961586,18.253353336437893
q=1 (deterministic ref),2,19.47386723485443,19.374931504453517,17.473809887417875,17.473809887417875
q=1 (deterministic ref),3,19.35783112774838,19.186545883763188,17.440546096439977,17.56898205277052
q=1 (deterministic ref),4,19.250920857561788,19.047299414356207,17.409614981140646,17.468563001895244
q=1 (deterministic ref),5,19.132148390151244,18.897280458820873,17.383615100324675,17.46686055397976
q=1 (deterministic ref),6,19.01343184209206,18.779227227840654,17.36024209855905,17.469555299800216
q=1 (deterministic ref),7,18.923303655703926,18.673143106876736,17.34320177094086,17.453036125487532
q=1 (deterministic ref),8,18.842962646331564,18.555644132573867,17.330736097408632,17.40983479851268
uniform_wide,1,19.66920229026394,19.58995246916656,18.61134056597475,18.642768653755795
uniform_wide,2,19.5929313399802,19.46039494236904,18.055783078201586,18.055783078201586
uniform_wide,3,19.509278998940765,19.380812700903004,18.03165812353056,18.14742080733769
uniform_wide,4,19.43451464803693,19.272178109740278,18.02031331630866,18.05521992600564
uniform_wide,5,19.344928123801612,19.166756685957004,18.010872103764928,18.03739768428079
uniform_wide,6,19.256933847031867,19.073754797420595,18.000941396052866,18.044074063458602
uniform_wide,7,19.18640092505913,18.977916238305134,17.990956611668274,18.02434741037812
uniform_wide,8,19.12742595913434,18.907180635554315,17.975141958964944,18.028422513963083
uniform_low,1,19.705838473377106,19.604086541738326,18.754554187401176,18.750959320963943
uniform_low,2,19.64072731056501,19.518719342093036,18.275899141514124,18.275899141514124
uniform_low,3,19.55645162433145,19.42455733352885,18.256185032587148,18.356660374191144
uniform_low,4,19.48683076484188,19.355814041780505,18.244735176490387,18.27577750720503
uniform_low,5,19.408354364561625,19.254530328091764,18.23460061651684,18.26976583714082
uniform_low,6,19.339854614318273,19.16167590588828,18.225067547319902,18.26906645546321
uniform_low,7,19.272333056549375,19.096423257198744,18.21586330424153,18.257953770305768
uniform_low,8,19.2214736452303,19.02065701910337,18.205935200307202,18.25579676138464
uniform_mid,1,19.6470343889774,19.583307778465734,18.54147193284901,18.61088550821844
uniform_mid,2,19.5668494356532,19.447967642800226,17.936244092522735,17.936244092522735
uniform_mid,3,19.481381045698168,19.352661061864755,17.912699388593925,18.044397514912134
uniform_mid,4,19.405169586805574,19.234435136000386,17.89662804540422,17.934219137307544
uniform_mid,5,19.314013567649077,19.121262716598004,17.883951058842346,17.926447378171552
uniform_mid,6,19.2231249191635,19.01214361627519,17.87333628338387,17.923823757413125
uniform_mid,7,19.138924875208282,18.927444934743754,17.86492506329541,17.914983520208104
uniform_mid,8,19.080038839373266,18.836451346720406,17.856405987858498,17.90407240605365
uniform_very_wide,1,19.69197128585764,19.600579069438055,18.955065179486844,18.76927812226517
uniform_very_wide,2,19.624885718453033,19.49657867085943,18.21054945495349,18.21054945495349
uniform_very_wide,3,19.543982587433042,19.42191613244353,18.18655077629567,18.254682433065874
uniform_very_wide,4,19.476243873768137,19.35202379377725,18.175493445851572,18.216761348221546
uniform_very_wide,5,19.395251719112448,19.245899831301074,18.168559104040256,18.20516666458982
uniform_very_wide,6,19.325490680170343,19.15184024842348,18.160634407064947,18.19493534752214
uniform_very_wide,7,19.25926247198309,19.079762166927793,18.148556718683388,18.160619084727205
uniform_very_wide,8,19.20751360472803,19.015290233510214,18.13270626396207,18.176788517161448
uniform_with_perfect_outliers,1,19.656036755950577,19.589591276930047,18.602784867275336,18.43844838552352
uniform_with_perfect_outliers,2,19.571075421560938,19.47302996999442,17.781451225134553,17.781451225134553
uniform_with_perfect_outliers,3,19.470217119127643,19.389447705551547,17.75820453863141,17.87920395601694
uniform_with_perfect_outliers,4,19.396248270885206,19.279191043679543,17.75198628266685,17.7755486039192
uniform_with_perfect_outliers,5,19.3018972070831,19.17638422688668,17.74758197573884,17.775913809587706
uniform_with_perfect_outliers,6,19.202876005524335,19.061694402875638,17.728327032263966,17.75864373177314
uniform_with_perfect_outliers,7,19.12590765313518,18.981775082173847,17.71272135846847,17.74266202134977
uniform_with_perfect_outliers,8,19.063939226751465,18.90591216221231,17.70161749336914,17.76419970691559
bimodal_extreme,1,19.63051187960271,19.614794426192514,18.65059412482569,18.216438305014517
bimodal_extreme,2,19.48752436563741,19.506972442214554,17.491426286403545,17.491426286403545
bimodal_extreme,3,19.377014088109576,19.400310713732313,17.461840167490315,17.540944461862242
bimodal_extreme,4,19.2768719424189,19.299681211640344,17.43550682962094,17.488087065691232
bimodal_extreme,5,19.164772055131255,19.187764712732093,17.41432721593563,17.472393304001823
bimodal_extreme,6,19.048652831147812,19.077572388834373,17.399736841063095,17.460486151555436
bimodal_extreme,7,18.96232448800761,18.971015162615945,17.390104994609757,17.459697237967703
bimodal_extreme,8,18.885275264276764,18.867689482545693,17.380551343225907,17.464446607857283
bimodal_balanced,1,19.6776006853356,19.63074698257877,18.65059412482569,18.587885920551138
bimodal_balanced,2,19.557307125655072,19.550032421849487,18.120471212313543,18.120471212313543
bimodal_balanced,3,19.471913225868406,19.435812327404655,18.091233959823786,18.395889195835657
bimodal_balanced,4,19.388927648039573,19.35615234812779,18.06643785915245,18.12382598593426
bimodal_balanced,5,19.296519107139424,19.266752871447704,18.050835266151182,18.108852376409573
bimodal_balanced,6,19.20125907715454,19.17509718188528,18.040525077859037,18.094644553597764
bimodal_balanced,7,19.120472077055933,19.067771433181942,18.032080875345056,18.099801651163766
bimodal_balanced,8,19.05722868441172,18.985845551320576,18.02614000685483,18.092919334506615
bimodal_q1_vs_lossy_30_70,1,19.680544948413168,19.640342882687374,18.636495752961586,18.607369692644784
bimodal_q1_vs_lossy_30_70,2,19.567471577496136,19.55210317163985,18.179854203060273,18.179854203060273
bimodal_q1_vs_lossy_30_70,3,19.4906261081397,19.442351116619665,18.150945059271827,18.328467637861934
bimodal_q1_vs_lossy_30_70,4,19.40605857391075,19.38002770192977,18.138432323887983,18.1773875571782
bimodal_q1_vs_lossy_30_70,5,19.311160177936745,19.295328531312137,18.132214067923435,18.16845060733074
bimodal_q1_vs_lossy_30_70,6,19.217266209909518,19.206573179090192,18.127809760995422,18.16671670662816
bimodal_q1_vs_lossy_30_70,7,19.138264220721023,19.13370614115751,18.123405454067406,18.154129438895147
bimodal_q1_vs_lossy_30_70,8,19.075315760717345,19.047605467449593,18.106253400333475,18.147652288423384
bimodal_q1_vs_lossy_70_30,1,19.627720631384307,19.58987634897883,18.636495752961586,18.253353336437893
bimodal_q1_vs_lossy_70_30,2,19.482278277073082,19.443109916513727,17.473809887417875,17.473809887417875
bimodal_q1_vs_lossy_70_30,3,19.36920819362717,19.331578272180547,17.440581545853146,17.58645026798117
bimodal_q1_vs_lossy_70_30,4,19.26528054829615,19.20671598012341,17.413438343195956,17.472844527484096
bimodal_q1_vs_lossy_70_30,5,19.149071964602122,19.076553552887976,17.391220028642504,17.45184735552108
bimodal_q1_vs_lossy_70_30,6,19.03209483987733,18.94860393427451,17.377229470414942,17.45488032327664
bimodal_q1_vs_lossy_70_30,7,18.94424769165308,18.841245464408978,17.36771944257015,17.41920638285971
bimodal_q1_vs_lossy_70_30,8,18.86599930530646,18.753309568344346,17.359687237569027,17.428153652545028
trimodal_perfect_mid_low,1,19.63386190104819,19.59922938413167,18.511097726084273,18.38906679776409
trimodal_perfect_mid_low,2,19.53138317353317,19.489190686033567,17.643960665547027,17.643960665547027
trimodal_perfect_mid_low,3,19.426437539321455,19.40201526148873,17.613412364196385,17.761990200711843
trimodal_perfect_mid_low,4,19.350253828649457,19.311451855354363,17.593873621550408,17.65634759380563
trimodal_perfect_mid_low,5,19.24408945566809,19.207808846475764,17.584363593705582,17.62908035863658
trimodal_perfect_mid_low,6,19.143792966410075,19.094455047296552,17.57814533774103,17.62615954901222
trimodal_perfect_mid_low,7,19.0578731136973,19.000203709968066,17.573741030813032,17.61487781773001
trimodal_perfect_mid_low,8,18.991531891393212,18.91048958066021,17.569336723885023,17.602804391560703
source_split_perfect_or_lossy,1,19.70445090948819,19.597963868872704,18.892289433670804,18.790693767020816
source_split_perfect_or_lossy,2,19.637580709147365,19.498350046557043,18.3368635478135,18.336866690034448
source_split_perfect_or_lossy,3,19.553416253151667,19.4231683785109,18.305620849630778,18.42121965187168
source_split_perfect_or_lossy,4,19.49069000331757,19.310392510714976,18.28318283282656,18.33927702970362
source_split_perfect_or_lossy,5,19.4219354373042,19.220425583013018,18.27219498213805,18.318603740688523
source_split_perfect_or_lossy,6,19.360870545186124,19.11785343538215,18.264162777136946,18.314427331397738
source_split_perfect_or_lossy,7,19.291341246625407,19.04557359641832,18.25975847020893,18.29418214384203
source_split_perfect_or_lossy,8,19.24190108032597,18.968932387378015,18.255354163280927,18.301189833228136
adversarial_perfect_with_critical_lossy,1,19.623411877821685,19.56242247042227,18.636495752961586,18.253353336437893
adversarial_perfect_with_critical_lossy,2,19.47386723485443,19.374931504453517,17.473809887417875,17.473809887417875
adversarial_perfect_with_critical_lossy,3,19.35783112774838,19.186545883763188,17.440546096439977,17.56898205277052
adversarial_perfect_with_critical_lossy,4,19.250920857561788,19.047299414356207,17.409614981140646,17.468563001895244
adversarial_perfect_with_critical_lossy,5,19.132148390151244,18.897280458820873,17.383615100324675,17.46686055397976
adversarial_perfect_with_critical_lossy,6,19.01343184209206,18.779227227840654,17.36024209855905,17.469555299800216
adversarial_perfect_with_critical_lossy,7,18.923303655703926,18.673143106876736,17.34320177094086,17.453036125487532
adversarial_perfect_with_critical_lossy,8,18.842962646331564,18.555644132573867,17.330736097408632,17.40983479851268
