profile,weight,Random,MAF,MEF,MGF
q=1 (deterministic ref),1,0.2858507828554188,0.33608656082858585,0.25219095149747167,0.2520712848762539
q=1 (deterministic ref),2,0.39804509438339947,0.4573177721233007,0.3254183136783808,0.35953950706528304
q=1 (deterministic ref),3,0.5102394059113802,0.5785489834180154,0.3986456738777846,0.39848616815593474
q=1 (deterministic ref),4,0.6224337174393608,0.6997801947127302,0.47187303407718817,0.47171352835533825
q=1 (deterministic ref),5,0.7346280289673415,0.8210114060074452,0.545100394276592,0.5792215876634941
q=1 (deterministic ref),6,0.846822340495322,0.9422426173021602,0.6183277544759956,0.6181682487541458
q=1 (deterministic ref),7,0.9590166520233028,1.0634738285968752,0.6915551146753993,0.6913956089535496
q=1 (deterministic ref),8,1.0712109635512836,1.18470503989159,0.7647824748748031,0.7646229691529531
q=1 (deterministic ref),9,1.1834052750792639,1.305936251186305,0.8380098350742069,0.837850329352357
q=1 (deterministic ref),10,1.2955995866072447,1.4271674624810196,0.9112371952736107,0.9110776895517608
uniform_wide,1,0.3031588705647705,0.3398567509731101,0.28195498251879636,0.2815707661757841
uniform_wide,2,0.4197100426577466,0.46177619102727296,0.3794186748202167,0.3792074028848901
uniform_wide,3,0.5362612147507226,0.583695631081436,0.4763679251677656,0.4761668136889615
uniform_wide,4,0.6528123868436989,0.7056150711355991,0.5733171754746383,0.5731160574159174
uniform_wide,5,0.7693635589366751,0.827534511189762,0.6702664257815106,0.6700653077227899
uniform_wide,6,0.8859147310296516,0.9494539512439252,0.7672156760883835,0.7968008595531035
uniform_wide,7,1.0024659031226273,1.071373391298088,0.8641649263952562,0.8639638083365353
uniform_wide,8,1.1190170752156035,1.1932928313522508,0.961114176702129,0.9609130586434078
uniform_wide,9,1.2355682473085798,1.3152122714064143,1.0580634270090015,1.05786230895028
uniform_wide,10,1.3521194194015562,1.437131711460577,1.155012677315874,1.154811559257153
uniform_low,1,0.3120267940549095,0.34048874272382107,0.2965409691928633,0.296501381419131
uniform_low,2,0.429772538314084,0.46252650916520854,0.4002762268943093,0.4006174712938434
uniform_low,3,0.5475182825732587,0.5845642756065961,0.5039370259341249,0.504303846777438
uniform_low,4,0.6652640268324332,0.7066020420479836,0.6075978249739407,0.6079646458106422
uniform_low,5,0.7830097710916079,0.828639808489371,0.7112586240137563,0.7116254448504578
uniform_low,6,0.9007555153507822,0.9506775749307588,0.8149194230535718,0.8152862438902735
uniform_low,7,1.0185012596099567,1.0727153413721462,0.9185802220933879,0.9189470429300892
uniform_low,8,1.1362470038691312,1.194753107813534,1.0222410211332034,1.044847660069583
uniform_low,9,1.2539927481283062,1.3167908742549213,1.1259018201730187,1.12626864100972
uniform_low,10,1.3717384923874802,1.438828640696309,1.2295626192128342,1.2299294400495362
uniform_mid,1,0.3011272556784455,0.3389685359610374,0.27543589958165277,0.2756656359733526
uniform_mid,2,0.41670128918922045,0.46069795230211597,0.3653745219070215,0.3655487491864405
uniform_mid,3,0.5322753226999954,0.5824273686431943,0.4553016823300573,0.4554740442591053
uniform_mid,4,0.6478493562107706,0.704156784984273,0.545228842753134,0.5748144908624947
uniform_mid,5,0.7634233897215456,0.8258862013253514,0.6351560031762108,0.6353283649462453
uniform_mid,6,0.8789974232323204,0.9476156176664304,0.7250831635992876,0.7546688117086483
uniform_mid,7,0.9945714567430955,1.0693450340075088,0.8150103240223643,0.8151826857923987
uniform_mid,8,1.1101454902538703,1.191074450348587,0.9049374844454414,0.9051098462154756
uniform_mid,9,1.2257195237646454,1.312803866689666,0.9948646448685178,0.9950370066385521
uniform_mid,10,1.3412935572754205,1.4345332830307442,1.0847918052915946,1.0849641670616288
uniform_very_wide,1,0.30794136507684267,0.34026562933314763,0.29061748726809417,0.29042883723427704
uniform_very_wide,2,0.4257635774348452,0.4622821686113613,0.3949078386419661,0.3945428620687823
uniform_very_wide,3,0.5435857897928478,0.5842987078895747,0.4985716193648937,0.49816630400455014
uniform_very_wide,4,0.6614080021508504,0.7063152471677885,0.6022324188999147,0.6018517129405612
uniform_very_wide,5,0.7792302145088529,0.828331786446002,0.7058932184349358,0.7055125124755823
uniform_very_wide,6,0.8970524268668558,0.9503483257242158,0.8095540179699569,0.8374331756197655
uniform_very_wide,7,1.014874639224858,1.0723648650024296,0.9132148175049783,0.9128341115456247
uniform_very_wide,8,1.1326968515828606,1.1943814042806427,1.0168756170399993,1.0164949110806458
uniform_very_wide,9,1.2505190639408637,1.3163979435588564,1.1205364165750202,1.120155710615667
uniform_very_wide,10,1.368341276298866,1.4384144828370702,1.2241972161100414,1.2520763737598497
uniform_with_perfect_outliers,1,0.3070906488101309,0.34010877071918644,0.2866436277885314,0.2860813353134328
uniform_with_perfect_outliers,2,0.4238016609539194,0.4620977469093037,0.3838447568290486,0.38421932788620117
uniform_with_perfect_outliers,3,0.5405126730977081,0.5840867230994208,0.4810143913420095,0.48133197282252504
uniform_with_perfect_outliers,4,0.6572236852414968,0.7060756992895382,0.5781840258549703,0.5785016077938797
uniform_with_perfect_outliers,5,0.7739346973852852,0.8280646754796553,0.6753536603679313,0.6756712423068406
uniform_with_perfect_outliers,6,0.8906457095290737,0.9500536516697725,0.7725232948808923,0.7728408768198016
uniform_with_perfect_outliers,7,1.0073567216728625,1.0720426278598896,0.8696929293938533,0.8700105113327625
uniform_with_perfect_outliers,8,1.1240677338166514,1.194031604050007,0.9668625639068142,0.9928850357323146
uniform_with_perfect_outliers,9,1.2407787459604398,1.3160205802401241,1.0640321984197751,1.0643497803586843
uniform_with_perfect_outliers,10,1.3574897581042282,1.4380095564302413,1.1612018329327356,1.1615194148716452
bimodal_extreme,1,0.29512144635150167,0.33688021312561484,0.26414981877716864,0.2641256839924963
bimodal_extreme,2,0.40731824052844895,0.4581601402331269,0.34659629138782133,0.34657089408172714
bimodal_extreme,3,0.5195150347053964,0.5794400673406388,0.4290427623217222,0.4290173650156279
bimodal_extreme,4,0.6317118288823438,0.7007199944481507,0.5114892332556229,0.5114638359495288
bimodal_extreme,5,0.7439086230592912,0.8219999215556628,0.5939357041895238,0.5939103068834295
bimodal_extreme,6,0.8561054172362388,0.9432798486631748,0.6763821751234246,0.6763567778173305
bimodal_extreme,7,0.9683022114131861,1.0645597757706868,0.7588286460573255,0.7588032487512313
bimodal_extreme,8,1.0804990055901336,1.1858397028781986,0.8412751169912263,0.841249719685132
bimodal_extreme,9,1.192695799767081,1.307119629985711,0.923721587925127,0.9236961906190327
bimodal_extreme,10,1.3048925939440281,1.4283995570932224,1.0061680588590274,1.0061426615529334
bimodal_balanced,1,0.30722809131891454,0.33876460062176844,0.27951723417165814,0.27951329175981987
bimodal_balanced,2,0.41942488549586193,0.46062599194161347,0.3619636641215888,0.36196063455152844
bimodal_balanced,3,0.5316216796728094,0.5824873832614587,0.4444101350554896,0.4444071054854291
bimodal_balanced,4,0.6438184738497569,0.7043487745813036,0.5268566059893904,0.5474707239113086
bimodal_balanced,5,0.756015268026704,0.8262101659011488,0.6093030769232913,0.6093000473532307
bimodal_balanced,6,0.8682120622036517,0.948071557220994,0.6917495478571921,0.6917465182871315
bimodal_balanced,7,0.9804088563805989,1.069932948540839,0.7741960187910929,0.7741929892210323
bimodal_balanced,8,1.0926056505575468,1.191794339860684,0.8566424897249938,0.8566394601549335
bimodal_balanced,9,1.2048024447344943,1.3136557311805295,0.9390889606588944,0.9390859310888342
bimodal_balanced,10,1.3169992389114415,1.4355171225003747,1.0215354315927951,1.0421495495147135
bimodal_q1_vs_lossy_30_70,1,0.30424900150555634,0.3381669499018207,0.2680630780638261,0.26806194137382244
bimodal_q1_vs_lossy_30_70,2,0.41644331303353704,0.4599297463798557,0.34129044973570366,0.3412898743772184
bimodal_q1_vs_lossy_30_70,3,0.5286376245615176,0.5816925428578905,0.41451780993510745,0.41451723457662215
bimodal_q1_vs_lossy_30_70,4,0.6408319360894984,0.7034553393359254,0.48774517013451135,0.48774459477602605
bimodal_q1_vs_lossy_30_70,5,0.7530262476174788,0.8252181358139602,0.560972530333915,0.5609719549754296
bimodal_q1_vs_lossy_30_70,6,0.8652205591454597,0.9469809322919955,0.6341998905333188,0.6341993151748334
bimodal_q1_vs_lossy_30_70,7,0.9774148706734401,1.0687437287700305,0.7074272507327224,0.7074266753742371
bimodal_q1_vs_lossy_30_70,8,1.089609182201421,1.190506525248065,0.7806546109321264,0.780654035573641
bimodal_q1_vs_lossy_30_70,9,1.2018034937294018,1.3122693217261003,0.85388197113153,0.8756497248035175
bimodal_q1_vs_lossy_30_70,10,1.3139978052573824,1.4340321182041351,0.9271093313309337,0.9488770850029213
bimodal_q1_vs_lossy_70_30,1,0.2909665389756953,0.3363705458920126,0.25238345794069245,0.25234445487150814
bimodal_q1_vs_lossy_70_30,2,0.4031608505036759,0.45760546405443164,0.3256108201208131,0.32557220552107335
bimodal_q1_vs_lossy_70_30,3,0.5153551620316567,0.5788403822168506,0.3988381803202169,0.39879956572047665
bimodal_q1_vs_lossy_70_30,4,0.6275494735596372,0.7000753003792696,0.47206554051962063,0.4720269259198805
bimodal_q1_vs_lossy_70_30,5,0.7397437850876181,0.8213102185416885,0.5452929007190244,0.5452542861192842
bimodal_q1_vs_lossy_70_30,6,0.8519380966155988,0.9425451367041076,0.6185202609184282,0.618481646318688
bimodal_q1_vs_lossy_70_30,7,0.9641324081435791,1.0637800548665264,0.6917476211178318,0.6917090065180915
bimodal_q1_vs_lossy_70_30,8,1.0763267196715598,1.1850149730289454,0.7649749813172356,0.7649363667174953
bimodal_q1_vs_lossy_70_30,9,1.1885210311995404,1.306249891191365,0.8382023415166394,0.8381637269168991
bimodal_q1_vs_lossy_70_30,10,1.300715342727521,1.4274848093537837,0.9114297017160432,0.9113910871163029
trimodal_perfect_mid_low,1,0.2946166738415284,0.33994427398339455,0.26804361231453455,0.26738061321575
trimodal_perfect_mid_low,2,0.4097496848444221,0.4620011774068765,0.35717774231214827,0.35702661282109227
trimodal_perfect_mid_low,3,0.5248826958473156,0.5840580808303585,0.4462837957349149,0.4461326662438935
trimodal_perfect_mid_low,4,0.6400157068502093,0.7061149842538408,0.5353898491576814,0.5352387196666603
trimodal_perfect_mid_low,5,0.7551487178531028,0.8281718876773226,0.624495902580448,0.6243447730894268
trimodal_perfect_mid_low,6,0.8702817288559964,0.950228791100805,0.7136019560032147,0.7134508265121936
trimodal_perfect_mid_low,7,0.9854147398588898,1.0722856945242871,0.8027080094259814,0.8025568799349602
trimodal_perfect_mid_low,8,1.100547750861784,1.1943425979477693,0.891814062848748,0.891662933357727
trimodal_perfect_mid_low,9,1.2156807618646774,1.3163995013712515,0.9809201162715147,0.9807689867804932
trimodal_perfect_mid_low,10,1.3308137728675706,1.4384564047947332,1.0700261696942812,1.06987504020326
source_split_perfect_or_lossy,1,0.2913863153476399,0.33772164801276106,0.2730568424173422,0.272962664659754
source_split_perfect_or_lossy,2,0.40741042699791563,0.4596176765698027,0.36812530288684653,0.3679663768507494
source_split_perfect_or_lossy,3,0.5234345386481912,0.5815137051268441,0.4627061576904832,0.46254665196863315
source_split_perfect_or_lossy,4,0.639458650298467,0.7034097336838857,0.5572870124941195,0.5571275067722697
source_split_perfect_or_lossy,5,0.7554827619487426,0.8253057622409272,0.6518678672977564,0.6517083615759065
source_split_perfect_or_lossy,6,0.8715068735990187,0.9472017907979691,0.7464487221013929,0.746289216379543
source_split_perfect_or_lossy,7,0.9875309852492942,1.0690978193550102,0.8410295769050297,0.8408700711831798
source_split_perfect_or_lossy,8,1.10355509689957,1.190993847912052,0.9356104317086661,0.9697316250955688
source_split_perfect_or_lossy,9,1.2195792085498456,1.3128898764690937,1.0301912865123026,1.030031780790453
source_split_perfect_or_lossy,10,1.3356033202001207,1.4347859050261351,1.124772141315939,1.1246126355940897
adversarial_perfect_with_critical_lossy,1,0.2858507828554188,0.33608656082858585,0.25219095149747167,0.2520712848762539
adversarial_perfect_with_critical_lossy,2,0.39804509438339947,0.4573177721233007,0.3254183136783808,0.35953950706528304
adversarial_perfect_with_critical_lossy,3,0.5102394059113802,0.5785489834180154,0.3986456738777846,0.39848616815593474
adversarial_perfect_with_critical_lossy,4,0.6224337174393608,0.6997801947127302,0.47187303407718817,0.47171352835533825
adversarial_perfect_with_critical_lossy,5,0.7346280289673415,0.8210114060074452,0.545100394276592,0.5792215876634941
adversarial_perfect_with_critical_lossy,6,0.846822340495322,0.9422426173021602,0.6183277544759956,0.6181682487541458
adversarial_perfect_with_critical_lossy,7,0.9590166520233028,1.0634738285968752,0.6915551146753993,0.6913956089535496
adversarial_perfect_with_critical_lossy,8,1.0712109635512836,1.18470503989159,0.7647824748748031,0.7646229691529531
adversarial_perfect_with_critical_lossy,9,1.1834052750792639,1.305936251186305,0.8380098350742069,0.837850329352357
adversarial_perfect_with_critical_lossy,10,1.2955995866072447,1.4271674624810196,0.9112371952736107,0.9110776895517608
